2023/02/06 17:38:28.202 [D] [mysql.go:92]  Execute SQL with DSN(srd-mariadb102-01-qcsh-test.nioint.com:3306/mer_order_sit) : select @@version
2023/02/08 10:58:26.033 [D] [soar.go:137]  main loop SQL: select * from whole_order where whole_order_no = '818512207123929696' for update
2023/02/08 10:58:26.033 [D] [soar.go:137]  main loop SQL: select * from fulfillment_info where status = 0 and retry <= 16 and next_time <= now() and id > 17 limit 20
2023/02/08 10:58:26.033 [D] [soar.go:137]  main loop SQL: SELECT id,refund_no,storage_status,is_virtual_refund,warehouse_name,warehouse_address,warehouse_phone,warehouse_contact,send_back,express_company,logistics_no,remark,is_delete,create_user,create_time,update_user,update_time,is_inform_write_logistics,warehouse_code FROM refund_storage WHERE refund_no = '861342302074096831' AND is_delete = 0
2023/02/08 10:58:26.034 [D] [soar.go:137]  main loop SQL: SELECT id,refund_no,storage_status,is_virtual_refund,warehouse_name,warehouse_address,warehouse_phone,warehouse_contact,send_back,express_company,logistics_no,remark,is_delete,create_user,create_time,update_user,update_time,is_inform_write_logistics,warehouse_code FROM refund_storage WHERE refund_no = '861342302065821784' AND is_delete = 0
2023/02/08 10:58:26.034 [D] [soar.go:137]  main loop SQL: SELECT id,refund_no,storage_status,is_virtual_refund,warehouse_name,warehouse_address,warehouse_phone,warehouse_contact,send_back,express_company,logistics_no,remark,is_delete,create_user,create_time,update_user,update_time,is_inform_write_logistics,warehouse_code FROM refund_storage WHERE refund_no = '861342302077140535' AND is_delete = 0
2023/02/08 10:58:26.034 [D] [soar.go:137]  main loop SQL: select * from whole_order where whole_order_no = '818512207127559602' for update
2023/02/08 10:58:26.034 [D] [soar.go:137]  main loop SQL: SELECT id,refund_no,storage_status,is_virtual_refund,warehouse_name,warehouse_address,warehouse_phone,warehouse_contact,send_back,express_company,logistics_no,remark,is_delete,create_user,create_time,update_user,update_time,is_inform_write_logistics,warehouse_code FROM refund_storage WHERE refund_no = '861342302073613545' AND is_delete = 0
2023/02/08 10:58:26.034 [D] [soar.go:137]  main loop SQL: select * from fulfillment_info where status = 0 and retry <= 16 and next_time <= now() and id > 0 limit 20
2023/02/08 10:58:26.034 [D] [soar.go:137]  main loop SQL: select id, refund_no, pickup_order_no, order_status, cancel_operator, pickup_province, pickup_city, pickup_region, pickup_address, pickup_address_id, pickup_name, pickup_tel, pickup_start_time, pickup_end_time, courier_name, courier_tel, pickup_code, customer_code from jd_pickup_order where order_status =2 order by id desc limit 0,200
2023/02/08 10:58:26.034 [D] [soar.go:137]  main loop SQL: select * from fulfillment_info where status = 0 and retry <= 16 and next_time <= now() and id > 17 limit 20
2023/02/08 10:58:26.034 [D] [soar.go:137]  main loop SQL: select * from whole_order where whole_order_no = '818512207123929696' for update
2023/02/08 10:58:26.034 [D] [soar.go:137]  main loop SQL: select * from whole_order where whole_order_no = '818512207127559602' for update
2023/02/08 10:58:26.034 [D] [soar.go:137]  main loop SQL: select * from fulfillment_info where status = 0 and retry <= 16 and next_time <= now() and id > 0 limit 20
2023/02/08 10:58:26.035 [D] [soar.go:137]  main loop SQL: select * from whole_order where whole_order_no = '818512207123929696' for update
2023/02/08 10:58:26.035 [D] [soar.go:137]  main loop SQL: select * from fulfillment_info where status = 0 and retry <= 16 and next_time <= now() and id > 0 limit 20
2023/02/08 10:58:26.035 [D] [soar.go:137]  main loop SQL: select * from whole_order where whole_order_no = '818512207127559602' for update
2023/02/08 10:58:26.036 [D] [soar.go:137]  main loop SQL: select * from fulfillment_info where status = 0 and retry <= 16 and next_time <= now() and id > 17 limit 20
2023/02/08 10:58:26.036 [D] [soar.go:137]  main loop SQL: select * from fulfillment_info where status = 0 and retry <= 16 and next_time <= now() and id > 0 limit 20
2023/02/08 10:58:26.036 [D] [soar.go:137]  main loop SQL: select * from whole_order where whole_order_no = '818512207127559602' for update
2023/02/08 10:58:26.036 [D] [soar.go:137]  main loop SQL: select * from fulfillment_info where status = 0 and retry <= 16 and next_time <= now() and id > 17 limit 20
2023/02/08 10:58:26.036 [D] [soar.go:137]  main loop SQL: select * from whole_order where whole_order_no = '818512207123929696' for update
2023/02/08 10:58:26.036 [D] [soar.go:137]  main loop SQL: select * from fulfillment_info where status = 0 and retry <= 16 and next_time <= now() and id > 17 limit 20
2023/02/08 10:58:26.036 [D] [soar.go:137]  main loop SQL: select * from whole_order where whole_order_no = '818512207123929696' for update
2023/02/08 10:58:26.036 [D] [soar.go:137]  main loop SQL: select * from whole_order where whole_order_no = '818512207127559602' for update
2023/02/08 10:58:26.036 [D] [soar.go:137]  main loop SQL: select * from fulfillment_info where status = 0 and retry <= 16 and next_time <= now() and id > 0 limit 20
2023/02/08 10:58:26.036 [D] [soar.go:137]  main loop SQL: select * from fulfillment_info where status = 0 and retry <= 16 and next_time <= now() and id > 17 limit 20
2023/02/08 10:58:26.036 [D] [soar.go:137]  main loop SQL: select * from whole_order where whole_order_no = '818512207123929696' for update
2023/02/08 10:58:26.037 [D] [soar.go:137]  main loop SQL: select * from whole_order where whole_order_no = '818512207127559602' for update
2023/02/08 10:58:26.037 [D] [soar.go:137]  main loop SQL: select * from fulfillment_info where status = 0 and retry <= 16 and next_time <= now() and id > 0 limit 20
2023/02/08 10:58:26.037 [D] [soar.go:137]  main loop SQL: select * from fulfillment_info where status = 0 and retry <= 16 and next_time <= now() and id > 0 limit 20
2023/02/08 10:58:26.037 [D] [soar.go:137]  main loop SQL: select * from fulfillment_info where status = 0 and retry <= 16 and next_time <= now() and id > 17 limit 20
2023/02/08 10:58:26.037 [D] [soar.go:137]  main loop SQL: select * from whole_order where whole_order_no = '818512207123929696' for update
2023/02/08 10:58:26.037 [D] [soar.go:137]  main loop SQL: select * from whole_order where whole_order_no = '818512207127559602' for update
2023/02/08 10:58:26.037 [D] [soar.go:137]  main loop SQL: select * from fulfillment_info where status = 0 and retry <= 16 and next_time <= now() and id > 17 limit 20
2023/02/08 10:58:26.037 [D] [soar.go:137]  main loop SQL: select * from fulfillment_info where status = 0 and retry <= 16 and next_time <= now() and id > 0 limit 20
2023/02/08 10:58:26.037 [D] [soar.go:137]  main loop SQL: select * from whole_order where whole_order_no = '818512207127559602' for update
2023/02/08 10:58:26.038 [D] [soar.go:137]  main loop SQL: select * from whole_order where whole_order_no = '818512207123929696' for update
2023/02/08 10:58:26.038 [D] [soar.go:137]  main loop SQL: select * from fulfillment_info where status = 0 and retry <= 16 and next_time <= now() and id > 17 limit 20
2023/02/08 10:58:26.038 [D] [soar.go:137]  main loop SQL: select * from whole_order where whole_order_no = '818512207127559602' for update
2023/02/08 10:58:26.038 [D] [soar.go:137]  main loop SQL: select * from whole_order where whole_order_no = '818512207123929696' for update
2023/02/08 10:58:26.038 [D] [soar.go:137]  main loop SQL: select * from fulfillment_info where status = 0 and retry <= 16 and next_time <= now() and id > 0 limit 20
2023/02/08 10:58:26.038 [D] [soar.go:137]  main loop SQL: select * from whole_order where whole_order_no = '818512207127559602' for update
2023/02/08 10:58:26.038 [D] [soar.go:137]  main loop SQL: select * from whole_order where whole_order_no = '818512207123929696' for update
2023/02/08 10:58:26.039 [D] [soar.go:137]  main loop SQL: select * from fulfillment_info where status = 0 and retry <= 16 and next_time <= now() and id > 0 limit 20
2023/02/08 10:58:26.039 [D] [soar.go:137]  main loop SQL: select * from fulfillment_info where status = 0 and retry <= 16 and next_time <= now() and id > 17 limit 20
2023/02/08 10:58:26.039 [D] [soar.go:137]  main loop SQL: select * from whole_order where whole_order_no = '818512207127559602' for update
2023/02/08 10:58:26.039 [D] [soar.go:137]  main loop SQL: select * from fulfillment_info where status = 0 and retry <= 16 and next_time <= now() and id > 17 limit 20
2023/02/08 10:58:26.039 [D] [soar.go:137]  main loop SQL: select * from fulfillment_info where status = 0 and retry <= 16 and next_time <= now() and id > 0 limit 20
2023/02/08 10:58:26.039 [D] [soar.go:137]  main loop SQL: select * from whole_order where whole_order_no = '818512207123929696' for update
2023/02/08 10:58:26.039 [D] [soar.go:137]  main loop SQL: select * from fulfillment_info where status = 0 and retry <= 16 and next_time <= now() and id > 17 limit 20
2023/02/08 10:58:26.039 [D] [soar.go:137]  main loop SQL: select * from fulfillment_info where status = 0 and retry <= 16 and next_time <= now() and id > 0 limit 20
2023/02/08 10:58:26.039 [D] [soar.go:137]  main loop SQL: select * from whole_order where whole_order_no = '818512207127559602' for update
2023/02/08 10:58:26.039 [D] [soar.go:137]  main loop SQL: select * from whole_order where whole_order_no = '818512207123929696' for update
2023/02/08 10:58:26.039 [D] [soar.go:137]  main loop SQL: select * from whole_order where whole_order_no = '818512207127559602' for update
2023/02/08 10:58:26.039 [D] [soar.go:137]  main loop SQL: select * from fulfillment_info where status = 0 and retry <= 16 and next_time <= now() and id > 17 limit 20
2023/02/08 10:58:26.039 [D] [soar.go:137]  main loop SQL: select * from fulfillment_info where status = 0 and retry <= 16 and next_time <= now() and id > 0 limit 20
2023/02/08 10:58:26.039 [D] [soar.go:137]  main loop SQL: select * from whole_order where whole_order_no = '818512207123929696' for update
2023/02/08 10:58:26.040 [D] [soar.go:137]  main loop SQL: select * from fulfillment_info where status = 0 and retry <= 16 and next_time <= now() and id > 17 limit 20
2023/02/08 10:58:26.040 [D] [soar.go:137]  main loop SQL: select * from whole_order where whole_order_no = '818512207123929696' for update
2023/02/08 10:58:26.040 [D] [soar.go:137]  main loop SQL: select * from whole_order where whole_order_no = '818512207127559602' for update
2023/02/08 10:58:26.040 [D] [soar.go:137]  main loop SQL: select * from fulfillment_info where status = 0 and retry <= 16 and next_time <= now() and id > 0 limit 20
2023/02/08 10:58:26.041 [D] [soar.go:137]  main loop SQL: select * from fulfillment_info where status = 0 and retry <= 16 and next_time <= now() and id > 0 limit 20
2023/02/08 10:58:26.041 [D] [soar.go:137]  main loop SQL: select * from fulfillment_info where status = 0 and retry <= 16 and next_time <= now() and id > 17 limit 20
2023/02/08 10:58:26.041 [D] [soar.go:137]  main loop SQL: select * from whole_order where whole_order_no = '818512207127559602' for update
2023/02/08 10:58:26.041 [D] [soar.go:137]  main loop SQL: select * from whole_order where whole_order_no = '818512207123929696' for update
2023/02/08 10:58:26.041 [D] [soar.go:137]  main loop SQL: select * from whole_order where whole_order_no = '818512207123929696' for update
2023/02/08 10:58:26.041 [D] [soar.go:137]  main loop SQL: select * from whole_order where whole_order_no = '818512207127559602' for update
2023/02/08 10:58:26.041 [D] [soar.go:137]  main loop SQL: select * from fulfillment_info where status = 0 and retry <= 16 and next_time <= now() and id > 0 limit 20
2023/02/08 10:58:26.041 [D] [soar.go:137]  main loop SQL: select * from fulfillment_info where status = 0 and retry <= 16 and next_time <= now() and id > 17 limit 20
2023/02/08 10:58:26.041 [D] [soar.go:137]  main loop SQL: select * from whole_order where whole_order_no = '818512207123929696' for update
2023/02/08 10:58:26.041 [D] [soar.go:137]  main loop SQL: select * from whole_order where whole_order_no = '818512207127559602' for update
2023/02/08 10:58:26.041 [D] [soar.go:137]  main loop SQL: select * from fulfillment_info where status = 0 and retry <= 16 and next_time <= now() and id > 17 limit 20
2023/02/08 10:58:26.042 [D] [soar.go:137]  main loop SQL: select * from fulfillment_info where status = 0 and retry <= 16 and next_time <= now() and id > 0 limit 20
2023/02/08 10:58:26.042 [D] [soar.go:137]  main loop SQL: SELECT id,refund_no,storage_status,is_virtual_refund,warehouse_name,warehouse_address,warehouse_phone,warehouse_contact,send_back,express_company,logistics_no,remark,is_delete,create_user,create_time,update_user,update_time,is_inform_write_logistics,warehouse_code FROM refund_storage WHERE refund_no = '861342301179678831' AND is_delete = 0
2023/02/08 10:58:26.042 [D] [soar.go:137]  main loop SQL: SELECT id,refund_no,storage_status,is_virtual_refund,warehouse_name,warehouse_address,warehouse_phone,warehouse_contact,send_back,express_company,logistics_no,remark,is_delete,create_user,create_time,update_user,update_time,is_inform_write_logistics,warehouse_code FROM refund_storage WHERE refund_no = '861342302077140535' AND is_delete = 0
2023/02/08 10:58:26.042 [D] [soar.go:137]  main loop SQL: SELECT id,refund_no,storage_status,is_virtual_refund,warehouse_name,warehouse_address,warehouse_phone,warehouse_contact,send_back,express_company,logistics_no,remark,is_delete,create_user,create_time,update_user,update_time,is_inform_write_logistics,warehouse_code FROM refund_storage WHERE refund_no = '861342302065821784' AND is_delete = 0
2023/02/08 10:58:26.042 [D] [soar.go:137]  main loop SQL: SELECT id,refund_no,storage_status,is_virtual_refund,warehouse_name,warehouse_address,warehouse_phone,warehouse_contact,send_back,express_company,logistics_no,remark,is_delete,create_user,create_time,update_user,update_time,is_inform_write_logistics,warehouse_code FROM refund_storage WHERE refund_no = '861342302073613545' AND is_delete = 0
2023/02/08 10:58:26.042 [D] [soar.go:137]  main loop SQL: SELECT id,refund_no,storage_status,is_virtual_refund,warehouse_name,warehouse_address,warehouse_phone,warehouse_contact,send_back,express_company,logistics_no,remark,is_delete,create_user,create_time,update_user,update_time,is_inform_write_logistics,warehouse_code FROM refund_storage WHERE refund_no = '861342302074096831' AND is_delete = 0
2023/02/08 10:58:26.042 [D] [soar.go:137]  main loop SQL: select * from fulfillment_info where status = 0 and retry <= 16 and next_time <= now() and id > 0 limit 20
2023/02/08 10:58:26.042 [D] [soar.go:137]  main loop SQL: select * from whole_order where whole_order_no = '818512207123929696' for update
2023/02/08 10:58:26.043 [D] [soar.go:137]  main loop SQL: select id, refund_no, pickup_order_no, order_status, cancel_operator, pickup_province, pickup_city, pickup_region, pickup_address, pickup_address_id, pickup_name, pickup_tel, pickup_start_time, pickup_end_time, courier_name, courier_tel, pickup_code, customer_code from jd_pickup_order where order_status =2 order by id desc limit 0,200
2023/02/08 10:58:26.043 [D] [soar.go:137]  main loop SQL: select * from fulfillment_info where status = 0 and retry <= 16 and next_time <= now() and id > 17 limit 20
2023/02/08 10:58:26.043 [D] [soar.go:137]  main loop SQL: select * from whole_order where whole_order_no = '818512207127559602' for update
2023/02/08 10:58:26.043 [D] [soar.go:137]  main loop SQL: SELECT id,refund_no,storage_status,is_virtual_refund,warehouse_name,warehouse_address,warehouse_phone,warehouse_contact,send_back,express_company,logistics_no,remark,is_delete,create_user,create_time,update_user,update_time,is_inform_write_logistics,warehouse_code FROM refund_storage WHERE refund_no = '861342301179678831' AND is_delete = 0
2023/02/08 10:58:26.043 [D] [soar.go:137]  main loop SQL: select * from whole_order where whole_order_no = '818512207123929696' for update
2023/02/08 10:58:26.043 [D] [soar.go:137]  main loop SQL: SELECT id,refund_no,storage_status,is_virtual_refund,warehouse_name,warehouse_address,warehouse_phone,warehouse_contact,send_back,express_company,logistics_no,remark,is_delete,create_user,create_time,update_user,update_time,is_inform_write_logistics,warehouse_code FROM refund_storage WHERE refund_no = '861342302065821784' AND is_delete = 0
2023/02/08 10:58:26.043 [D] [soar.go:137]  main loop SQL: SELECT id,refund_no,storage_status,is_virtual_refund,warehouse_name,warehouse_address,warehouse_phone,warehouse_contact,send_back,express_company,logistics_no,remark,is_delete,create_user,create_time,update_user,update_time,is_inform_write_logistics,warehouse_code FROM refund_storage WHERE refund_no = '861342302077140535' AND is_delete = 0
2023/02/08 10:58:26.043 [D] [soar.go:137]  main loop SQL: select * from whole_order where whole_order_no = '818512207127559602' for update
2023/02/08 10:58:26.043 [D] [soar.go:137]  main loop SQL: select * from fulfillment_info where status = 0 and retry <= 16 and next_time <= now() and id > 17 limit 20
2023/02/08 10:58:26.043 [D] [soar.go:137]  main loop SQL: SELECT id,refund_no,storage_status,is_virtual_refund,warehouse_name,warehouse_address,warehouse_phone,warehouse_contact,send_back,express_company,logistics_no,remark,is_delete,create_user,create_time,update_user,update_time,is_inform_write_logistics,warehouse_code FROM refund_storage WHERE refund_no = '861342302073613545' AND is_delete = 0
2023/02/08 10:58:26.044 [D] [soar.go:137]  main loop SQL: SELECT id,refund_no,storage_status,is_virtual_refund,warehouse_name,warehouse_address,warehouse_phone,warehouse_contact,send_back,express_company,logistics_no,remark,is_delete,create_user,create_time,update_user,update_time,is_inform_write_logistics,warehouse_code FROM refund_storage WHERE refund_no = '861342302074096831' AND is_delete = 0
2023/02/08 10:58:26.044 [D] [soar.go:137]  main loop SQL: select * from fulfillment_info where status = 0 and retry <= 16 and next_time <= now() and id > 0 limit 20
2023/02/08 10:58:26.044 [D] [soar.go:137]  main loop SQL: select id, refund_no, pickup_order_no, order_status, cancel_operator, pickup_province, pickup_city, pickup_region, pickup_address, pickup_address_id, pickup_name, pickup_tel, pickup_start_time, pickup_end_time, courier_name, courier_tel, pickup_code, customer_code from jd_pickup_order where order_status =2 order by id desc limit 0,200
2023/02/08 10:58:26.044 [D] [soar.go:137]  main loop SQL: select * from fulfillment_info where status = 0 and retry <= 16 and next_time <= now() and id > 17 limit 20
2023/02/08 10:58:26.045 [D] [soar.go:137]  main loop SQL: select * from whole_order where whole_order_no = '818512207127559602' for update
2023/02/08 10:58:26.045 [D] [soar.go:137]  main loop SQL: select * from fulfillment_info where status = 0 and retry <= 16 and next_time <= now() and id > 0 limit 20
2023/02/08 10:58:26.045 [D] [soar.go:137]  main loop SQL: select * from whole_order where whole_order_no = '818512207123929696' for update
2023/02/08 10:58:26.045 [D] [soar.go:137]  main loop SQL: select * from fulfillment_info where status = 0 and retry <= 16 and next_time <= now() and id > 17 limit 20
2023/02/08 10:58:26.045 [D] [soar.go:137]  main loop SQL: select * from whole_order where whole_order_no = '818512207123929696' for update
2023/02/08 10:58:26.045 [D] [soar.go:137]  main loop SQL: select * from fulfillment_info where status = 0 and retry <= 16 and next_time <= now() and id > 0 limit 20
2023/02/08 10:58:26.045 [D] [soar.go:137]  main loop SQL: select * from whole_order where whole_order_no = '818512207127559602' for update
2023/02/08 10:58:26.045 [D] [soar.go:137]  main loop SQL: select * from fulfillment_info where status = 0 and retry <= 16 and next_time <= now() and id > 17 limit 20
2023/02/08 10:58:26.045 [D] [soar.go:137]  main loop SQL: select * from whole_order where whole_order_no = '818512207127559602' for update
2023/02/08 10:58:26.045 [D] [soar.go:137]  main loop SQL: select * from whole_order where whole_order_no = '818512207123929696' for update
2023/02/08 10:58:26.045 [D] [soar.go:137]  main loop SQL: select * from fulfillment_info where status = 0 and retry <= 16 and next_time <= now() and id > 0 limit 20
2023/02/08 10:58:26.046 [D] [soar.go:137]  main loop SQL: select * from whole_order where whole_order_no = '818512207123929696' for update
2023/02/08 10:58:26.046 [D] [soar.go:137]  main loop SQL: select * from fulfillment_info where status = 0 and retry <= 16 and next_time <= now() and id > 17 limit 20
2023/02/08 10:58:26.046 [D] [soar.go:137]  main loop SQL: select * from fulfillment_info where status = 0 and retry <= 16 and next_time <= now() and id > 0 limit 20
2023/02/08 10:58:26.046 [D] [soar.go:137]  main loop SQL: select * from whole_order where whole_order_no = '818512207127559602' for update
2023/02/08 10:58:26.046 [D] [soar.go:137]  main loop SQL: select * from whole_order where whole_order_no = '818512207123929696' for update
2023/02/08 10:58:26.046 [D] [soar.go:137]  main loop SQL: select * from whole_order where whole_order_no = '818512207127559602' for update
2023/02/08 10:58:26.046 [D] [soar.go:137]  main loop SQL: select * from fulfillment_info where status = 0 and retry <= 16 and next_time <= now() and id > 17 limit 20
2023/02/08 10:58:26.046 [D] [soar.go:137]  main loop SQL: select * from fulfillment_info where status = 0 and retry <= 16 and next_time <= now() and id > 0 limit 20
2023/02/08 10:58:26.046 [D] [soar.go:137]  main loop SQL: select * from whole_order where whole_order_no = '818512207127559602' for update
2023/02/08 10:58:26.046 [D] [soar.go:137]  main loop SQL: select * from fulfillment_info where status = 0 and retry <= 16 and next_time <= now() and id > 0 limit 20
2023/02/08 10:58:26.046 [D] [soar.go:137]  main loop SQL: select * from fulfillment_info where status = 0 and retry <= 16 and next_time <= now() and id > 17 limit 20
2023/02/08 10:58:26.046 [D] [soar.go:137]  main loop SQL: select * from whole_order where whole_order_no = '818512207123929696' for update
2023/02/08 10:58:26.046 [D] [soar.go:137]  main loop SQL: select * from fulfillment_info where status = 0 and retry <= 16 and next_time <= now() and id > 17 limit 20
2023/02/08 10:58:26.047 [D] [soar.go:137]  main loop SQL: select * from fulfillment_info where status = 0 and retry <= 16 and next_time <= now() and id > 0 limit 20
2023/02/08 10:58:26.047 [D] [soar.go:137]  main loop SQL: select * from whole_order where whole_order_no = '818512207123929696' for update
2023/02/08 10:58:26.047 [D] [soar.go:137]  main loop SQL: select * from whole_order where whole_order_no = '818512207127559602' for update
2023/02/08 10:58:26.047 [D] [soar.go:137]  main loop SQL: select * from fulfillment_info where status = 0 and retry <= 16 and next_time <= now() and id > 0 limit 20
2023/02/08 10:58:26.047 [D] [soar.go:137]  main loop SQL: select * from fulfillment_info where status = 0 and retry <= 16 and next_time <= now() and id > 17 limit 20
2023/02/08 10:58:26.047 [D] [soar.go:137]  main loop SQL: select * from whole_order where whole_order_no = '818512207123929696' for update
2023/02/08 10:58:26.048 [D] [soar.go:137]  main loop SQL: select * from whole_order where whole_order_no = '818512207127559602' for update
2023/02/08 10:58:26.048 [D] [soar.go:137]  main loop SQL: SELECT id,refund_no,storage_status,is_virtual_refund,warehouse_name,warehouse_address,warehouse_phone,warehouse_contact,send_back,express_company,logistics_no,remark,is_delete,create_user,create_time,update_user,update_time,is_inform_write_logistics,warehouse_code FROM refund_storage WHERE refund_no = '861342302065821784' AND is_delete = 0
2023/02/08 10:58:26.048 [D] [soar.go:137]  main loop SQL: SELECT id,refund_no,storage_status,is_virtual_refund,warehouse_name,warehouse_address,warehouse_phone,warehouse_contact,send_back,express_company,logistics_no,remark,is_delete,create_user,create_time,update_user,update_time,is_inform_write_logistics,warehouse_code FROM refund_storage WHERE refund_no = '861342301179678831' AND is_delete = 0
2023/02/08 10:58:26.048 [D] [soar.go:137]  main loop SQL: SELECT id,refund_no,storage_status,is_virtual_refund,warehouse_name,warehouse_address,warehouse_phone,warehouse_contact,send_back,express_company,logistics_no,remark,is_delete,create_user,create_time,update_user,update_time,is_inform_write_logistics,warehouse_code FROM refund_storage WHERE refund_no = '861342302074096831' AND is_delete = 0
2023/02/08 10:58:26.048 [D] [soar.go:137]  main loop SQL: SELECT id,refund_no,storage_status,is_virtual_refund,warehouse_name,warehouse_address,warehouse_phone,warehouse_contact,send_back,express_company,logistics_no,remark,is_delete,create_user,create_time,update_user,update_time,is_inform_write_logistics,warehouse_code FROM refund_storage WHERE refund_no = '861342302073613545' AND is_delete = 0
2023/02/08 10:58:26.048 [D] [soar.go:137]  main loop SQL: select * from whole_order where whole_order_no = '818512207127559602' for update
2023/02/08 10:58:26.048 [D] [soar.go:137]  main loop SQL: SELECT id,refund_no,storage_status,is_virtual_refund,warehouse_name,warehouse_address,warehouse_phone,warehouse_contact,send_back,express_company,logistics_no,remark,is_delete,create_user,create_time,update_user,update_time,is_inform_write_logistics,warehouse_code FROM refund_storage WHERE refund_no = '861342302077140535' AND is_delete = 0
2023/02/08 10:58:26.048 [D] [soar.go:137]  main loop SQL: select * from fulfillment_info where status = 0 and retry <= 16 and next_time <= now() and id > 0 limit 20
2023/02/08 10:58:26.049 [D] [soar.go:137]  main loop SQL: select id, refund_no, pickup_order_no, order_status, cancel_operator, pickup_province, pickup_city, pickup_region, pickup_address, pickup_address_id, pickup_name, pickup_tel, pickup_start_time, pickup_end_time, courier_name, courier_tel, pickup_code, customer_code from jd_pickup_order where order_status =2 order by id desc limit 0,200
2023/02/08 10:58:26.049 [D] [soar.go:137]  main loop SQL: select * from whole_order where whole_order_no = '818512207123929696' for update
2023/02/08 10:58:26.049 [D] [soar.go:137]  main loop SQL: select * from fulfillment_info where status = 0 and retry <= 16 and next_time <= now() and id > 17 limit 20
2023/02/08 10:58:26.049 [D] [soar.go:137]  main loop SQL: select * from whole_order where whole_order_no = '818512207123929696' for update
2023/02/08 10:58:26.049 [D] [soar.go:137]  main loop SQL: select * from fulfillment_info where status = 0 and retry <= 16 and next_time <= now() and id > 0 limit 20
2023/02/08 10:58:26.049 [D] [soar.go:137]  main loop SQL: select * from fulfillment_info where status = 0 and retry <= 16 and next_time <= now() and id > 17 limit 20
2023/02/08 10:58:26.049 [D] [soar.go:137]  main loop SQL: select * from whole_order where whole_order_no = '818512207127559602' for update
2023/02/08 10:58:26.049 [D] [soar.go:137]  main loop SQL: select * from fulfillment_info where status = 0 and retry <= 16 and next_time <= now() and id > 17 limit 20
2023/02/08 10:58:26.049 [D] [soar.go:137]  main loop SQL: select * from whole_order where whole_order_no = '818512207127559602' for update
2023/02/08 10:58:26.049 [D] [soar.go:137]  main loop SQL: select * from fulfillment_info where status = 0 and retry <= 16 and next_time <= now() and id > 0 limit 20
2023/02/08 10:58:26.049 [D] [soar.go:137]  main loop SQL: select * from whole_order where whole_order_no = '818512207123929696' for update
2023/02/08 10:58:26.049 [D] [soar.go:137]  main loop SQL: select * from whole_order where whole_order_no = '818512207123929696' for update
2023/02/08 10:58:26.049 [D] [soar.go:137]  main loop SQL: select * from fulfillment_info where status = 0 and retry <= 16 and next_time <= now() and id > 0 limit 20
2023/02/08 10:58:26.050 [D] [soar.go:137]  main loop SQL: select * from whole_order where whole_order_no = '818512207127559602' for update
2023/02/08 10:58:26.050 [D] [soar.go:137]  main loop SQL: select * from fulfillment_info where status = 0 and retry <= 16 and next_time <= now() and id > 17 limit 20
2023/02/08 10:58:26.050 [D] [soar.go:137]  main loop SQL: select * from whole_order where whole_order_no = '818512207123929696' for update
2023/02/08 10:58:26.050 [D] [soar.go:137]  main loop SQL: select * from whole_order where whole_order_no = '818512207127559602' for update
2023/02/08 10:58:26.050 [D] [soar.go:137]  main loop SQL: select * from fulfillment_info where status = 0 and retry <= 16 and next_time <= now() and id > 17 limit 20
2023/02/08 10:58:26.050 [D] [soar.go:137]  main loop SQL: select * from fulfillment_info where status = 0 and retry <= 16 and next_time <= now() and id > 0 limit 20
2023/02/08 10:58:26.050 [D] [soar.go:137]  main loop SQL: SELECT id,refund_no,storage_status,is_virtual_refund,warehouse_name,warehouse_address,warehouse_phone,warehouse_contact,send_back,express_company,logistics_no,remark,is_delete,create_user,create_time,update_user,update_time,is_inform_write_logistics,warehouse_code FROM refund_storage WHERE refund_no = '861342301179678831' AND is_delete = 0
2023/02/08 10:58:26.050 [D] [soar.go:137]  main loop SQL: SELECT id,refund_no,storage_status,is_virtual_refund,warehouse_name,warehouse_address,warehouse_phone,warehouse_contact,send_back,express_company,logistics_no,remark,is_delete,create_user,create_time,update_user,update_time,is_inform_write_logistics,warehouse_code FROM refund_storage WHERE refund_no = '861342302065821784' AND is_delete = 0
2023/02/08 10:58:26.050 [D] [soar.go:137]  main loop SQL: SELECT id,refund_no,storage_status,is_virtual_refund,warehouse_name,warehouse_address,warehouse_phone,warehouse_contact,send_back,express_company,logistics_no,remark,is_delete,create_user,create_time,update_user,update_time,is_inform_write_logistics,warehouse_code FROM refund_storage WHERE refund_no = '861342302073613545' AND is_delete = 0
2023/02/08 10:58:26.050 [D] [soar.go:137]  main loop SQL: SELECT id,refund_no,storage_status,is_virtual_refund,warehouse_name,warehouse_address,warehouse_phone,warehouse_contact,send_back,express_company,logistics_no,remark,is_delete,create_user,create_time,update_user,update_time,is_inform_write_logistics,warehouse_code FROM refund_storage WHERE refund_no = '861342302074096831' AND is_delete = 0
2023/02/08 10:58:26.050 [D] [soar.go:137]  main loop SQL: select * from fulfillment_info where status = 0 and retry <= 16 and next_time <= now() and id > 17 limit 20
2023/02/08 10:58:26.051 [D] [soar.go:137]  main loop SQL: select * from whole_order where whole_order_no = '818512207127559602' for update
2023/02/08 10:58:26.051 [D] [soar.go:137]  main loop SQL: SELECT id,refund_no,storage_status,is_virtual_refund,warehouse_name,warehouse_address,warehouse_phone,warehouse_contact,send_back,express_company,logistics_no,remark,is_delete,create_user,create_time,update_user,update_time,is_inform_write_logistics,warehouse_code FROM refund_storage WHERE refund_no = '861342302077140535' AND is_delete = 0
